usa_jagaha	vahAz/usa_jagaha
sarvawoBAva	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAnwi/BalI_BAnwi/BalIBAnwi/sarvawoBAva/acCI_waraha
aba	PilahAla/PilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/samprawi/aBI/PilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/samprawi/samprawi/aBU/aBE/aba/abakI/isabAra/aba_kI/isa_bAra/aba/Age/AiMxA/AiMxA/AyanxA/AyanxA/aba
bAsaUra	SiRtawaH/saByawaH/bAsaUra/SAlInawaH/SiRtAcArapUrvaka/salIke_se
binA_lAga_lapeta_ke	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPa_sAPa/spaRtawayA/sAPa-sAPa/sAPa-sAPa
lagAwAra	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
prasannawaH	prasannawApUrvaka/KuSI_KuSI/KuSI_KuSI/KuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
nAmamAwra	nAmamAwra/leSamAwra/raFcamAwra/WodA_sA
bawOra	viXipUrvaka/kAyaxe_se/Dafga_se/warIke_se/bawOra/bAkAyaxA/viXivaw/viXivawa
kAlAnwara_meM	kAlAnwara_meM
anyawra	anyawra/kahIM_Ora/anawa
ajahuz	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
avasi	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
baKUbI	baKUbI/baKUbI
isa_bAra	aba/abakI/isabAra/aba_kI/isa_bAra
IrRyApUrNawaH	IrRyApUrvaka/IrRyawaH/xveRapUrvaka/sAsUya/IrRyApUrNawaH
anaXikAra	anaXikAra/aXikArahInawaH
xveRapUrvaka	IrRyApUrvaka/IrRyawaH/xveRapUrvaka/sAsUya/IrRyApUrNawaH
iBa	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
saMyogavaSAw	saMyogavaSa/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/saMyogavaSAw
pUrvApara	AgepICe/Age_pICe/Age-pICe/pUrvApara
niwya_prawi	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
umraBara	mqwyuparyanwa/AjIvana/wAumra/umraBara/jiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/anwima_xama_waka
KAsawOra_para	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
pAra	pAra/xUsarI_waraPa
Apasa_meM	paraspara/Apasa_meM/eka_xUsare_se/iwarewara
lOtAnI	lOtAnI
nisa-vAsara	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
rAwoMrAwa	rAwoM-rAwa/rAwoMrAwa
niranwara	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra/hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
ikajora	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
vqWA	vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
yawkiMciw	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw
KatAka_se	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
parasoM	parasoM/parasoM
ikawra	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
KUba	bahuwa/KUba/KUba/badA/jyAxA/jyAxA/aXika/kAPI/kAPI/kadA/jamakara/datakara
najaxIka	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
uxArawApUrvaka	uxArawApUrvaka
kuSalawApUrvaka	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKEra/baKEra/baKErIya/baKErIyawa/surakRiwawaH
bagEra	binA/bagEra/bagEra
cupacApa	cupacApa/cupa/mOna/SAnwa/SAnwa/KAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
jyoM-jyoM	jEse-jEse/jyoM-jyoM
sAPa-sAPa	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPa_sAPa/spaRtawayA/sAPa-sAPa/sAPa-sAPa
sacamuca	vAkaI/vAkaI/vAswava_meM/hakIkawana/hakIkawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
safkalpapUrvaka	safkalpapUrvaka/irAxawana/irAxe_se/xqDawApUrvaka/niScayapUrvaka
BalI-BAnwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAnwi/BalI_BAnwi/BalIBAnwi/sarvawoBAva/acCI_waraha
AmUlacUla	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
prayojanahInawaH	akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH
rimaJima-rimaJima	rimaJima/rimaJima-rimaJima/rima-Jima
anahaka	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhaka/nAhaka/PajUla/PajUla/PijUla/PijUla/anahaka/anAhaka
SiwAba	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
rAwaxina	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
Ajanma	Ajanma/jIvanaparyanwa/jIvanaBara
gumasuma	gumasuma
aXikAMSawaH	aXikawaH/aXikAMSawaH/prAyaH/aXikAMSawayA/prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
nirnimeRa	apalaka/nirnimeRa/nirnimiRa/nirnimeKa
muSkila_se	kaTinAI_se/jEse_wEse/muSkila_se/bamuSkila/kaTinawaH/nITi
Upara	Upara/Upara/UzcAI_para/UrxXva/UrXva/Upara/AXAra_para/Upara/aXika/jyAxA/jyAxA/Upara_se/Upara/Upara
baKEra	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKEra/baKEra/baKErIya/baKErIyawa/surakRiwawaH
AmawOra_para	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
viXihInawaH	viXihInawaH/kuviXipUrvaka/bewarIke
niSixina	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
AxyAnwa	AxyopAnwa/AxyopAnwa/AxyAnwa/AxyAnwa
KAmoSI_se	cupacApa/cupa/mOna/SAnwa/SAnwa/KAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
BaviRya_kAla_meM	BaviRya_meM/Age/BaviRya_kAla_meM/agawyA
nArAjagIpUrvaka	aprasannawApUrvaka/nArAjagIpUrvaka/nAKuSI_se/nArAjagIpUrvaka/nAKuSI_se
Aja-kala	PilahAla/PilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/samprawi
acAna	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
bArambAra	bAra-bAra/bAra_bAra/bArambAra/bArambAra/asakqwa/ahora-bahora
hU-ba-hU	prawirUpawaH/hUbahU/hU-ba-hU
baDiyA	TIka-TAka/TIkaTAka/TIka/acCA/baDiyA/acCA/baDiyA/acCI_waraha/acCI_waraha_se/tanAtana
prawixina	prawixina/haraxina/niwya/hararoja/roja/niwa/roja/rojAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
COgunA	CahagunA/COgunA/CaHgunA
kisa_prakAra_se	kEse/kisa_prakAra_se
aXikArawaH	aXikArapUrvaka/sAXikAra/aXikArawaH
yaWAvaw	yaWAvaw/yaWAvawa
yahAz	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
cupake_se	cupake_se/cupake-cupake/xaraparaxA
Upara_se	Upara_se/Upara
jEse-wEse	jEse-wEse
anAgawaH	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
surakRiwawaH	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKEra/baKEra/baKErIya/baKErIyawa/surakRiwawaH
bAxa-havAI	vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
basa	basa/alam/alaM/akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
aso	aso/asoM/AsO/isa_varRa/isa_sAla
aXimAnawaH	aXimAnawaH/varIyawA_se/acCA_ho_ki
bemawalaba	akAraNa/bemawalaba/niRkAraNa/kAraNahInawaH/animiwwa
uBayawaH	uBayawaH
samAnAnwara	samAnwara/samAnAnwara/samAnwara/samAnAnwara
cupa	cupacApa/cupa/mOna/SAnwa/SAnwa/KAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
POrana	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
wawkAla	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
isa_ora	iXara/isa_ora/yahAz_para/iwaH/iwa/iwE/iwWe
anvakRa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA/bAxa/bAxa_meM/paScAw/uparAnwa/ananwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
axya	Aja/axya
kRaNakRaNa	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
Kula_kara	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPa_sAPa/spaRtawayA/sAPa-sAPa/sAPa-sAPa
jarA-sA	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw
pare	uXara/usa_ora/pare/uwa/uwana/xUra/xUrI_para/alaga/pare/pare/Age/bAxa/pare
saharRa	prasannawApUrvaka/KuSI_KuSI/KuSI_KuSI/KuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
jarUra	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka/avaSya/jarUra/jarUra
Tahara_Tahara_kara	ruka-ruka_kara/ruka-rukakara/virAmawaH/Tahara_Tahara_kara/savirAmawaH
usa_samaya	waba/usa_samaya/usa_vakwa
yaWAkRama	yaWASakwi/Barasaka/yaWAsAXya/yaWAsamBava/kRamawAnusAra/yaWAkRama
niruxxeSya	uxxeSyahInawaH/niruxxeSya/niruxxeSyawaH
samayAnusAra	samayAnusAra/yaWAsamaya/sasamaya
usa_waraha	vEse/vEsA/usI_waraha/usa_waraha/iva
isa_xOrAna	iwane_meM/isa_bIca/isI_bIca/isa_xOrAna/isa_xaramyAna
saSarIra	saxeha/saSarIra
IrRyawaH	IrRyApUrvaka/IrRyawaH/xveRapUrvaka/sAsUya/IrRyApUrNawaH
WodA	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw
hararoja	prawixina/haraxina/niwya/hararoja/roja/niwa/roja/rojAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
ekawra	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
jarUra	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka/avaSya/jarUra/jarUra
Osawana	Osawana
sAwafka	AwafkapUrvaka/sAwafka
aksara	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
Aja	Aja/axya
cUdAnwa	awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
vakAlawana	vakAlawana
xUsarI_waraPa	pAra/xUsarI_waraPa
kAyaxe_se	viXipUrvaka/kAyaxe_se/Dafga_se/warIke_se/bawOra/bAkAyaxA/viXivaw/viXivawa
isa_jagaha	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
uparAnwa	bAxa/bAxa_meM/paScAw/uparAnwa/ananwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
alpaSaH	alpawaH/WodA-WodA/WodA_WodA/alpaSaH/kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH/XIre-XIre/XIre_XIre/Ahiswe-Ahiswe/AhiswA-AhiswA/hOle-hOle/hole-hole/raPwA-raPwA/alpaSaH
yaWAsamaya	samayAnusAra/yaWAsamaya/sasamaya
galawa_vakwa_para	kusamaya/galawa_vakwa_para/asamaya/bevakwa/galawa_vakwa_para/bevakwa/bemOke
anXaXunXa	anXAXunXa/bewahASA/anXAXunXa/anXaXunXa/anXaXunXa/utakkara
kisalie	kyoM/kisalie/kisa_vAswe
SAnwa	cupacApa/cupa/mOna/SAnwa/SAnwa/KAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
syaw	samBavawaH/SAyaxa/syaw
KuSI_KuSI	svecCApUrvaka/icCA_se/KuSI_KuSI/KuSI_se/svecCayA/svecCawaH/prasannawApUrvaka/KuSI_KuSI/KuSI_KuSI/KuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
krUrawApUrvaka	nirxayawApUrvaka/nirxayawA_se/berahamI_se/bexarxI_se/krUrawApUrvaka/barbarawApUrvaka/kaTorawA_se/kadAI_se
vApasa	vApasa/vApisa
sarvapraWama	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala/AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
spaRta	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPa_sAPa/spaRtawayA/sAPa-sAPa/sAPa-sAPa
anawa	anyawra/kahIM_Ora/anawa
ikafka	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
hasbe-mAmUla	hasbemAmUla/hasbe-mAmUla/hasba-e-mAmUla/hameSA_kI_waraha
kahUz	kahIM/kahUz/kahuz/kahIM/kahUz/kahuz
Cinna-Binna	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
jarA	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw
samakRa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA
niSciMwawaH	niSciMwawaH/ciMwAhInawaH/beKatake
avilambiwa	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
KAmoSI_se	cupacApa/cupa/mOna/SAnwa/SAnwa/KAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
hAWa_xvArA	hAWa_se/hAWa_xvArA/haswacAliwa_Dafga_se/haswacAlana_xvArA
binA_pariSrama	anAyAsa/binA_pariSrama/aprayawnawaH/prayawnahInawaH/ayAsa
bagaCuta	bagaCuta/bagatuta
yaWAparAXa	yaWAparAXa/aparAXAnusAra
kasakara	kasakara/joraxAra/weja/weja/wIvra/wejI_se/jora_se/wejI_se/jora_se/wIvrawA_se
ApAwawaH	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
vahAz	vahAz/usa_jagaha
BUwa_meM	awIwa_meM/pahale/BUwa_meM/BUwa_kAla_meM/pICe/piCale_xinoM_meM
wAumra	mqwyuparyanwa/AjIvana/wAumra/umraBara/jiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/anwima_xama_waka
haravakwa	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
xaSa_gunA	xasagunA/xaSagunA/xasa_gunA/xaSa_gunA
kaBIkaBI	kaBIkaBI/kaBIkaBAra/yaxAkaxA/kaBI-kaBI/kaBI-kaBAra/yaxA-kaxA/vakwan-POvakwan
WodA-sA	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw
awyanwa	awyanwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKwa/saKwa/jamakara/mahA/nihAyawa/cUdAnwa/cUdAnwa/aByaXika/Agara
asoM	aso/asoM/AsO/isa_varRa/isa_sAla
akasmAw	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
avilamba	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
ikelA	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
bArI-bArI_se	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
lagaBaga	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
kaTorawA_se	nirxayawApUrvaka/nirxayawA_se/berahamI_se/bexarxI_se/krUrawApUrvaka/barbarawApUrvaka/kaTorawA_se/kadAI_se
pUrvavawa	pUrvavaw/pUrvavawa
XarmArWa	XarmArWa
girawe-padawe	girawe_padawe/girawe-padawe
AsapAsa	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa/Asa-pAsa/AsapAsa/agala-bagala/agala-bagala/AjU-bAjU/irxa-girxa/adosa-padosa/pAsa-padosa/pAsa_padosa
eka_waraPa	eka_ora/eka_waraPa/eka_waraPa/xarakinAra/xUra/alaga/eka_waraPa/eka_ora/alahaxA
anxAja_se	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
viSiRtawaH	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
saMyogavaSa	saMyogavaSa/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/saMyogavaSAw
ahewuka	vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
xaSagunA	xasagunA/xaSagunA/xasa_gunA/xaSa_gunA
anXAXunXa	anXAXunXa/bewahASA/anXAXunXa/anXaXunXa/anXaXunXa/utakkara
waBI	waBI/waba_hI/usI_samaya/usI_GadI/waBI/isI_kAraNa
joraSora_se	jora-Sora_se/jora-Sora_se/joraSora_se/joraSora_se/joroM_se/joroM_se
jarA-sA	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw
jEse-jEse	jEse-jEse/jyoM-jyoM
ajOM	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
anasoce	vicArahInawaH/anasoce/besoce_samaJe
aprawIRa	anusAra/mAPika/muwAbika/anukUla/muAPika/muAPika/muwAbika/aprawIRa
